Purchase ID,SN,Age,Gender,Item ID,Item Name,Price
520,Chamjask73,22.0,Female,109.0,"Downfall, Scalpel Of The Emperor",4.76
521,Phistym51,37.0,Male,50.0,Dawn,4.6
522,Meosridil82,18.0,Male,82.0,Nirvana,4.9
523,Aillyriadru65,24.0,Male,21.0,Souleater,1.1
524,Sally64,25.0,Female,46.0,Hopeless Ebon Dualblade,1.33
525,Lirtimst73,24.0,Male,126.0,Exiled Mithril Longsword,2.0
526,Ilosia37,23.0,Male,133.0,Faith's Scimitar,4.09
527,Lisim51,24.0,Male,102.0,Avenger,3.44
528,Isurria36,22.0,Female,19.0,"Pursuit, Cudgel of Necromancy",1.02
529,Silaera56,21.0,Male,142.0,Righteous Might,2.62
530,Leetirraya83,24.0,Male,5.0,Putrid Fan,4.08
531,Lirtirra81,12.0,Male,143.0,Frenzied Scimitar,1.56
532,Eryon48,16.0,Male,21.0,Souleater,1.1
533,Hada39,19.0,Male,48.0,"Rage, Legacy of the Lone Victor",2.48
534,Iana95,10.0,Male,146.0,Warped Iron Scimitar,3.1
535,Siralsudeu54,20.0,Male,155.0,War-Forged Gold Deflector,1.01
536,Siallylis44,20.0,Male,101.0,Final Critic,4.19
537,Sondassan80,25.0,Male,112.0,Worldbreaker,2.6
538,Chanadar44,25.0,Male,141.0,Persuasion,3.19
539,Eosurdru76,11.0,Male,117.0,"Heartstriker, Legacy of the Light",1.79
540,Shidai42,29.0,Male,7.0,"Thorn, Satchel of Dark Souls",1.33
541,Aesri53,31.0,Male,161.0,Devine,1.76
542,Syally44,17.0,Male,22.0,Amnesia,2.18
543,Idastidru52,24.0,Male,121.0,Massacre,1.6
544,Ardcil81,34.0,Male,3.0,Phantomlight,2.49
545,Jiskadarst60,16.0,Male,66.0,Victor Iron Spikes,4.4
546,Sondadar26,9.0,Male,159.0,"Oathbreaker, Spellblade of Trials",3.08
547,Malarrian73,18.0,Male,135.0,Warped Diamond Crusader,1.4
548,Yathecal82,20.0,Female,75.0,Brutality Ivory Warmace,2.42
549,Maluncil97,25.0,Other / Non-Disclosed,146.0,Warped Iron Scimitar,3.1
550,Ilunyon70,20.0,Male,60.0,Wolf,3.54
551,Iri67,20.0,Male,160.0,Azurewrath,4.4
552,Hiaral50,15.0,Male,155.0,War-Forged Gold Deflector,1.01
553,Yadam35,28.0,Male,2.0,Verdict,2.48
554,Dyally87,22.0,Male,63.0,Stormfury Mace,4.99
555,Pheosurllorin41,23.0,Female,7.0,"Thorn, Satchel of Dark Souls",1.33
556,Frichocesta66,20.0,Male,64.0,Fusion Pummel,4.82
557,Frichaya88,42.0,Male,8.0,"Purgatory, Gem of Regret",3.93
558,Lassadarsda57,25.0,Female,108.0,"Extraction, Quickblade Of Trembling Hands",3.53
559,Iasrira89,23.0,Male,34.0,Retribution Axe,2.22
560,Zontibe81,21.0,Male,2.0,Verdict,2.48
561,Chanastnya43,22.0,Male,35.0,Heartless Bone Dualblade,3.45
562,Marynde90,30.0,Male,83.0,Lifebender,3.33
563,Isri34,38.0,Male,142.0,Righteous Might,2.62
564,Chamjask73,22.0,Female,52.0,Hatred,4.84
565,Assastnya25,20.0,Male,179.0,"Wolf, Promise of the Moonwalker",4.48
566,Ardonmol96,20.0,Male,31.0,Trickster,1.55
567,Lassirrasda85,20.0,Male,102.0,Avenger,3.44
568,Syally44,17.0,Male,123.0,Twilight's Carver,2.28
569,Baelollodeu94,20.0,Female,87.0,"Deluge, Edge of the West",4.43
570,Chadossa56,20.0,Male,69.0,"Frenzy, Defender of the Harvest",1.98
571,Poshilsa82,16.0,Male,165.0,Bone Crushing Silver Skewer,4.86
572,Yoishirrala98,17.0,Female,145.0,Fiery Glass Crusader,4.58
573,Sundista37,26.0,Male,156.0,Soul-Forged Steel Shortsword,1.77
574,Undare39,23.0,Male,131.0,Fury,1.44
575,Sondadar26,9.0,Male,137.0,"Aetherius, Boon of the Blessed",3.39
576,Ilassa51,20.0,Male,34.0,Retribution Axe,2.22
577,Filurarn35,19.0,Male,128.0,"Blazeguard, Reach of Eternity",4.91
578,Aerithllora36,29.0,Female,153.0,Mercenary Sabre,3.74
579,Marilsa69,25.0,Female,12.0,Dawne,1.02
580,Tyida79,24.0,Male,178.0,"Oathbreaker, Last Hope of the Breaking Storm",4.23
581,Phaestycal84,23.0,Male,117.0,"Heartstriker, Legacy of the Light",1.79
582,Irilis75,20.0,Male,19.0,"Pursuit, Cudgel of Necromancy",1.02
583,Aeralstical35,20.0,Male,49.0,"The Oculus, Token of Lost Worlds",2.96
584,Aelin32,20.0,Male,115.0,Spectral Diamond Doomblade,2.04
585,Chanirrala39,22.0,Male,85.0,Malificent Bag,1.75
586,Chanirra79,23.0,Female,155.0,War-Forged Gold Deflector,1.01
587,Assirra56,22.0,Male,141.0,Persuasion,3.19
588,Lassadarsda57,25.0,Female,15.0,Soul Infused Crystal,2.96
589,Seolollo93,30.0,Male,106.0,Crying Steel Sickle,3.41
590,Iathem87,20.0,Male,141.0,Persuasion,3.19
591,Iasurriacal29,20.0,Male,113.0,Solitude's Reaver,4.07
592,Lisast98,22.0,Male,170.0,Shadowsteel,3.97
593,Lassimla92,25.0,Male,128.0,"Blazeguard, Reach of Eternity",4.91
594,Filrion59,27.0,Male,89.0,"Blazefury, Protector of Delusions",4.64
595,Yathedeu43,22.0,Male,55.0,Vindictive Glass Edge,2.27
596,Seudaillorap38,27.0,Male,146.0,Warped Iron Scimitar,3.1
597,Quinarap53,15.0,Male,86.0,Stormfury Lantern,2.27
598,Halaecal66,22.0,Male,111.0,Misery's End,4.89
599,Hiaral50,15.0,Male,13.0,Serenity,1.41
600,Iskosian40,16.0,Male,166.0,Thirsty Iron Reaver,3.07
601,Ilastilis78,11.0,Male,93.0,Apocalyptic Battlescythe,1.97
602,Seosrim97,20.0,Male,65.0,Conqueror Adamantite Mace,4.24
603,Lisosia93,25.0,Male,141.0,Persuasion,3.19
604,Lisim51,24.0,Male,34.0,Retribution Axe,2.22
605,Farrian71,18.0,Male,159.0,"Oathbreaker, Spellblade of Trials",3.08
606,Nitherian58,28.0,Male,123.0,Twilight's Carver,2.28
607,Rithe53,15.0,Female,80.0,Dreamsong,3.39
608,Leyirra83,24.0,Female,132.0,Persuasion,3.33
609,Lisosia93,25.0,Male,40.0,Second Chance,2.52
610,Frichossala54,7.0,Male,159.0,"Oathbreaker, Spellblade of Trials",3.08
611,Chamjaskya75,16.0,Male,176.0,Relentless Iron Skewer,2.84
612,Silaera56,21.0,Male,52.0,Hatred,4.84
613,Quanrion96,21.0,Female,159.0,"Oathbreaker, Spellblade of Trials",3.08
614,Chadadarla74,30.0,Male,65.0,Conqueror Adamantite Mace,4.24
615,Sida61,20.0,Female,72.0,Winter's Bite,3.77
616,Tyaelaelis94,20.0,Male,78.0,"Glimmer, Ender of the Moon",4.4
617,Chamimla85,16.0,Male,40.0,Second Chance,2.52
618,Aisurdru79,29.0,Female,183.0,Dragon's Greatsword,1.09
619,Quanenrian83,15.0,Male,55.0,Vindictive Glass Edge,2.27
620,Undosian34,21.0,Male,109.0,"Downfall, Scalpel Of The Emperor",4.76
621,Seosrim97,20.0,Male,26.0,Unholy Wand,1.12
622,Chanirra64,25.0,Male,129.0,"Fate, Vengeance of Eternal Justice",1.54
623,Iral74,21.0,Male,114.0,Yearning Mageblade,3.82
624,Marynde90,30.0,Male,29.0,"Chaos, Ender of the End",1.98
625,Yadaisuir65,20.0,Male,133.0,Faith's Scimitar,4.09
626,Syathecal44,16.0,Male,75.0,Brutality Ivory Warmace,2.42
627,Arin32,25.0,Male,178.0,"Oathbreaker, Last Hope of the Breaking Storm",4.23
628,Hada39,19.0,Male,167.0,"Malice, Legacy of the Queen",3.61
629,Maluncil97,25.0,Other / Non-Disclosed,107.0,"Splitter, Foe Of Subtlety",2.18
630,Aelaria33,23.0,Male,171.0,Scalpel,1.79
631,Assassa81,27.0,Male,137.0,"Aetherius, Boon of the Blessed",3.39
632,Filrion83,17.0,Male,160.0,Azurewrath,4.4
633,Chanastnya43,22.0,Male,80.0,Dreamsong,3.39
634,Eoral49,16.0,Male,103.0,Singed Scalpel,4.35
635,Ali84,29.0,Male,4.0,Bloodlord's Fetish,1.7
636,Chanirrala39,22.0,Male,78.0,"Glimmer, Ender of the Moon",4.4
637,Airi27,24.0,Other / Non-Disclosed,163.0,Thunderfury Scimitar,3.45
638,Eurisuru25,24.0,Male,22.0,Amnesia,2.18
639,Liawista80,27.0,Male,86.0,Stormfury Lantern,2.27
640,Sausosia74,22.0,Male,108.0,"Extraction, Quickblade Of Trembling Hands",3.53
641,Lisirra58,20.0,Female,49.0,"The Oculus, Token of Lost Worlds",2.96
642,Chamadarsda63,23.0,Male,127.0,"Heartseeker, Reaver of Souls",3.92
643,Haestyphos66,21.0,Male,93.0,Apocalyptic Battlescythe,1.97
644,Bartassaya73,26.0,Male,22.0,Amnesia,2.18
645,Phaedasurap84,17.0,Male,114.0,Yearning Mageblade,3.82
646,Mindimnya67,23.0,Male,116.0,Renewed Skeletal Katana,4.18
647,Chadjask85,24.0,Male,61.0,Ragnarok,3.87
648,Eustyria89,39.0,Male,150.0,Deathraze,2.85
649,Iskim66,15.0,Male,67.0,"Celeste, Incarnation of the Corrupted",3.46
650,Smaistysu35,30.0,Male,161.0,Devine,1.76
651,Lirtilsa72,24.0,Male,132.0,Persuasion,3.33
652,Pheosrinudeu70,20.0,Male,75.0,Brutality Ivory Warmace,2.42
653,Chamast86,32.0,Female,53.0,Vengeance Cleaver,2.05
654,Tyialisudeu65,24.0,Male,19.0,"Pursuit, Cudgel of Necromancy",1.02
655,Lirtassan78,15.0,Male,20.0,Netherbane,3.27
656,Ethrasyon38,26.0,Male,115.0,Spectral Diamond Doomblade,2.04
657,Silaera56,21.0,Male,19.0,"Pursuit, Cudgel of Necromancy",1.02
658,Quilassa66,7.0,Female,178.0,"Oathbreaker, Last Hope of the Breaking Storm",4.23
659,Lisassasda39,36.0,Male,140.0,Striker,2.94
660,Isri34,38.0,Male,103.0,Singed Scalpel,4.35
661,Strithenu87,20.0,Male,60.0,Wolf,3.54
662,Mindilsa60,21.0,Male,0.0,Splinter,1.28
663,Lalossa38,25.0,Male,72.0,Winter's Bite,3.77
664,Chamistast30,31.0,Male,47.0,"Alpha, Reach of Ending Hope",3.58
665,Hariphos58,17.0,Male,73.0,Ritual Mace,2.05
666,Assilsan72,20.0,Female,82.0,Nirvana,4.9
667,Inasuir29,40.0,Female,66.0,Victor Iron Spikes,4.4
668,Chanilsasda38,15.0,Male,40.0,Second Chance,2.52
669,Mindesi74,22.0,Male,45.0,Glinting Glass Edge,3.85
670,Aiduecal76,20.0,Male,120.0,Agatha,3.08
671,Caesrinusuir82,30.0,Male,152.0,Darkheart,1.74
672,Ililsan66,9.0,Male,122.0,Unending Tyranny,2.85
673,Idacal95,30.0,Male,130.0,Alpha,2.07
674,Aeral68,43.0,Male,77.0,"Piety, Guardian of Riddles",4.0
675,Lirtastsda29,16.0,Male,144.0,Blood Infused Guardian,1.94
676,Idastidru52,24.0,Male,111.0,Misery's End,4.89
677,Tyarithn67,27.0,Male,32.0,Orenmir,1.14
678,Rarallo90,33.0,Male,108.0,"Extraction, Quickblade Of Trembling Hands",3.53
679,Iarilis73,10.0,Male,153.0,Mercenary Sabre,3.74
680,Asty82,25.0,Male,96.0,Blood-Forged Skeletal Spine,3.09
681,Yalaeria91,33.0,Male,28.0,"Flux, Destroyer of Due Diligence",1.06
682,Lirtossa60,24.0,Male,135.0,Warped Diamond Crusader,1.4
683,Ialallo29,15.0,Female,145.0,Fiery Glass Crusader,4.58
684,Phaestycal84,23.0,Male,169.0,"Interrogator, Blood Blade of the Queen",2.18
685,Halaecal66,22.0,Male,34.0,Retribution Axe,2.22
686,Chadjask77,8.0,Male,147.0,"Hellreaver, Heirloom of Inception",4.93
687,Ealiril69,35.0,Male,78.0,"Glimmer, Ender of the Moon",4.4
688,Saistyphos30,35.0,Male,29.0,"Chaos, Ender of the End",1.98
689,Undjaskla97,33.0,Male,76.0,Haunted Bronzed Bludgeon,3.15
690,Idaidil28,15.0,Male,68.0,"Storm-Weaver, Slayer of Inception",4.32
691,Lirtistanya48,24.0,Male,112.0,Worldbreaker,2.6
692,Quaecjask96,9.0,Male,78.0,"Glimmer, Ender of the Moon",4.4
693,Firatan58,23.0,Male,88.0,"Emberling, Defender of Delusions",3.75
694,Mindesi74,22.0,Male,164.0,Exiled Doomblade,1.63
695,Lamil79,38.0,Male,111.0,Misery's End,4.89
696,Yarolwen77,30.0,Male,87.0,"Deluge, Edge of the West",4.43
697,Tyaelistidru84,19.0,Female,1.0,Crucifer,3.26
698,Yarithrin84,30.0,Female,58.0,"Freak's Bite, Favor of Holy Might",4.14
699,Tyaelly53,17.0,Female,130.0,Alpha,2.07
700,Chanosia60,31.0,Male,90.0,Betrayer,2.94
701,Phiristi62,25.0,Male,10.0,Sleepwalker,1.79
702,Ililsasya43,19.0,Male,12.0,Dawne,1.02
703,Aithelis62,21.0,Male,160.0,Azurewrath,4.4
704,Undotesta33,18.0,Male,95.0,Singed Onyx Warscythe,4.74
705,Aelidru27,22.0,Male,183.0,Dragon's Greatsword,1.09
706,Chanossanya44,20.0,Male,178.0,"Oathbreaker, Last Hope of the Breaking Storm",4.23
707,Maradarnya40,20.0,Male,38.0,"The Void, Vengeance of Dark Magic",2.37
708,Lirtastsya71,21.0,Male,67.0,"Celeste, Incarnation of the Corrupted",3.46
709,Lisast87,19.0,Male,75.0,Brutality Ivory Warmace,2.42
710,Lisossa25,22.0,Male,99.0,"Expiration, Warscythe Of Lost Worlds",1.71
711,Chadolyla44,20.0,Male,94.0,Mourning Blade,3.49
712,Lisilsa62,25.0,Male,92.0,Final Critic,4.88
713,Iasur80,22.0,Male,46.0,Hopeless Ebon Dualblade,1.33
714,Tyidaim51,16.0,Female,103.0,Singed Scalpel,4.35
715,Eusurdeu49,23.0,Male,8.0,"Purgatory, Gem of Regret",3.93
716,Saena89,23.0,Male,106.0,Crying Steel Sickle,3.41
717,Chanilsast61,30.0,Male,177.0,"Winterthorn, Defender of Shifting Worlds",2.08
718,Ilirrasda54,37.0,Male,20.0,Netherbane,3.27
719,Sundassa93,16.0,Male,158.0,"Darkheart, Butcher of the Champion",2.45
720,Aidai73,19.0,Male,159.0,"Oathbreaker, Spellblade of Trials",3.08
721,Indirrian56,20.0,Male,156.0,Soul-Forged Steel Shortsword,1.77
722,Ilarin91,22.0,Male,92.0,Final Critic,4.88
723,Lisista54,21.0,Male,177.0,"Winterthorn, Defender of Shifting Worlds",2.08
724,Lisassasta50,25.0,Male,144.0,Blood Infused Guardian,1.94
725,Malunil62,18.0,Male,72.0,Winter's Bite,3.77
726,Iduelis31,23.0,Male,21.0,Souleater,1.1
727,Yathecal82,20.0,Female,104.0,Gladiator's Glaive,1.93
728,Chanosiaya39,44.0,Male,93.0,Apocalyptic Battlescythe,1.97
729,Assylla81,20.0,Male,74.0,Yearning Crusher,4.18
730,Aidaira26,30.0,Male,178.0,"Oathbreaker, Last Hope of the Breaking Storm",4.23
731,Eudanu84,22.0,Female,12.0,Dawne,1.02
732,Eurithphos97,9.0,Male,97.0,"Swan Song, Gouger Of Terror",2.5
733,Chamiman85,20.0,Male,66.0,Victor Iron Spikes,4.4
734,Arin32,25.0,Male,165.0,Bone Crushing Silver Skewer,4.86
735,Leetirraya83,24.0,Male,54.0,Eternal Cleaver,2.5
736,Tyialisti80,23.0,Male,58.0,"Freak's Bite, Favor of Holy Might",4.14
737,Marundi65,22.0,Male,149.0,"Tranquility, Razor of Black Magic",1.75
738,Eusur90,36.0,Male,121.0,Massacre,1.6
739,Mindirranya33,35.0,Male,61.0,Ragnarok,3.87
740,Reunasu60,22.0,Female,127.0,"Heartseeker, Reaver of Souls",3.92
741,Phiallylis33,19.0,Male,145.0,Fiery Glass Crusader,4.58
742,Isty55,20.0,Male,5.0,Putrid Fan,4.08
743,Frichilsa31,15.0,Male,110.0,Suspension,1.44
744,Chanastst38,22.0,Male,94.0,Mourning Blade,3.49
745,Chanista95,39.0,Male,37.0,"Shadow Strike, Glory of Ending Hope",3.16
746,Aellyria80,23.0,Male,159.0,"Oathbreaker, Spellblade of Trials",3.08
747,Siarithria38,38.0,Other / Non-Disclosed,146.0,Warped Iron Scimitar,3.1
748,Rastynusuir31,20.0,Male,55.0,Vindictive Glass Edge,2.27
749,Chanossanya44,20.0,Male,53.0,Vengeance Cleaver,2.05
750,Iljask75,22.0,Male,167.0,"Malice, Legacy of the Queen",3.61
751,Lisjaskan36,11.0,Male,180.0,Stormcaller,3.36
752,Mindjasksya61,17.0,Male,112.0,Worldbreaker,2.6
753,Frichirranya75,36.0,Male,178.0,"Oathbreaker, Last Hope of the Breaking Storm",4.23
754,Pheosurllorin41,23.0,Female,79.0,"Alpha, Oath of Zeal",4.05
755,Raesty92,12.0,Male,76.0,Haunted Bronzed Bludgeon,3.15
756,Ilast79,20.0,Male,73.0,Ritual Mace,2.05
757,Eratiel90,18.0,Male,57.0,"Despair, Favor of Due Diligence",4.6
758,Iral74,21.0,Male,182.0,Toothpick,4.03
759,Tyaelorap29,25.0,Male,72.0,Winter's Bite,3.77
760,Aithelis62,21.0,Male,44.0,Bonecarvin Battle Axe,2.38
761,Assim27,45.0,Male,17.0,"Lazarus, Terror of the Earth",1.7
762,Asur53,26.0,Male,110.0,Suspension,1.44
763,Lassilsala30,21.0,Male,85.0,Malificent Bag,1.75
764,Saedaiphos46,18.0,Male,113.0,Solitude's Reaver,4.07
765,Irith83,18.0,Male,130.0,Alpha,2.07
766,Aelastirin39,23.0,Male,58.0,"Freak's Bite, Favor of Holy Might",4.14
767,Ilmol66,8.0,Female,92.0,Final Critic,4.88
768,Assassasta79,38.0,Male,92.0,Final Critic,4.88
769,Ilosian36,15.0,Male,145.0,Fiery Glass Crusader,4.58
770,Lirtosia63,34.0,Male,12.0,Dawne,1.02
771,Iskossasda43,16.0,Male,25.0,Hero Cane,4.35
772,Asur53,26.0,Male,136.0,Ghastly Adamantite Protector,3.58
773,Hala31,21.0,Male,19.0,"Pursuit, Cudgel of Necromancy",1.02
774,Jiskjask80,11.0,Male,101.0,Final Critic,4.19
775,Aethedru70,21.0,Female,60.0,Wolf,3.54
776,Iral74,21.0,Male,164.0,Exiled Doomblade,1.63
777,Yathecal72,20.0,Male,67.0,"Celeste, Incarnation of the Corrupted",3.46
778,Sisur91,7.0,Male,101.0,Final Critic,4.19
779,Ennrian78,24.0,Male,50.0,Dawn,4.6
